ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Ventas Norteamérica,Ventas Europa,Ventas Japón,Ventas Otros,Ventas Total,Puntaje Críticos,Cantidad Críticos,Puntaje Usuarios,Cantidad Usuarios,Rating,ID_DESARROLLADOR,ID_CONSOLA
VID_012955,Ford Bold Moves Street Racing,2006,Racing,40000,0,0,0,40000,52.0,19.0,,,E,DES_0170,CONS_009
VID_012956,Sébastien Loeb Rally Evo,2016,Racing,0,40000,0,10000,40000,71.0,28.0,81.0,73.0,E,DES_0451,CONS_008
VID_012957,The Tale of Despereaux,2008,Platform,40000,0,0,0,40000,,,,,E10+,DES_0204,CONS_011
VID_012958,Lux-Pain,2008,Adventure,40000,0,0,0,40000,48.0,33.0,62.0,18.0,T,DES_0070,CONS_002
VID_012959,Rapala Trophies,2006,Sports,40000,0,0,0,40000,,,,,E,DES_0005,CONS_009
VID_012960,Phoenix Wright: Revived Turnabout,2008,Misc,0,0,40000,0,40000,,,,,,DES_0013,CONS_002
VID_012961,Mana Khemia: Alchemists of Al-Revis (JP sales),2007,Role-Playing,0,0,40000,0,40000,,,,,,DES_0130,CONS_006
VID_012962,Active Life: Magical Carnival,2011,Misc,30000,10000,0,0,40000,,,,,E,DES_0026,CONS_011
VID_012963,National Geographic Panda (US sales),2008,Simulation,40000,0,0,0,40000,,,,,,DES_0006,CONS_002
VID_012964,The Hustle: Detroit Streets,2006,Sports,20000,20000,0,10000,40000,46.0,5.0,,,T,DES_0005,CONS_006
VID_012965,Tomoyo After: It's a Wonderful Life CS Edition,2009,Adventure,0,0,40000,0,40000,,,,,,DES_0435,CONS_009
VID_012966,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995,Misc,0,0,40000,0,40000,,,,,,DES_0009,CONS_023
VID_012967,Guilty Gear XX Accent Core,2007,Fighting,0,0,40000,0,40000,77.0,9.0,83.0,16.0,T,DES_0053,CONS_006
VID_012968,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,2005,Misc,0,0,40000,0,40000,,,,,,DES_0088,CONS_002
VID_012969,Cheer We Go!,2010,Misc,40000,0,0,0,40000,,,,,,DES_0077,CONS_002
VID_012970,Monster High: New Ghoul in School,2015,Action,0,40000,0,0,40000,,,,,E,DES_0240,CONS_001
VID_012971,Millipede / Super Breakout / Lunar Lander,2005,Misc,30000,10000,0,0,40000,,,,,E,DES_0084,CONS_003
VID_012972,Grey's Anatomy: The Video Game,2009,Adventure,30000,10000,0,0,40000,,,75.0,4.0,T,DES_0006,CONS_002
VID_012973,Mafia,2002,Action,0,40000,0,10000,40000,88.0,27.0,91.0,863.0,M,DES_0003,CONS_005
VID_012974,Disney's Donald Duck: Goin' Quackers,2002,Platform,30000,10000,0,0,40000,61.0,7.0,30.0,4.0,E,DES_0006,CONS_004
VID_012975,World Trigger: Borderless Mission,2015,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_010
VID_012976,Assault Rigs,1996,Action,20000,20000,0,0,40000,,,,,,DES_0191,CONS_018
VID_012977,Yes! PreCure 5,2007,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_002
VID_012978,Operation Flashpoint: Elite,2005,Shooter,30000,10000,0,0,40000,64.0,24.0,83.0,27.0,T,DES_0034,CONS_014
VID_012979,Candace Kane's Candy Factory,2008,Action,40000,0,0,0,40000,,,,,E,DES_0159,CONS_002
VID_012980,Fantastic Four: Rise of the Silver Surfer,2007,Action,40000,0,0,0,40000,35.0,8.0,48.0,13.0,E10+,DES_0003,CONS_002
VID_012981,Nanda's Island,2009,Puzzle,40000,0,0,0,40000,,,,,E,DES_0422,CONS_002
VID_012982,Virtua Tennis 3,2007,Sports,30000,10000,0,0,40000,80.0,34.0,68.0,26.0,E,DES_0009,CONS_013
VID_012983,"Roswell Conspiracies: Aliens, Myths & Legends",2001,Action,20000,20000,0,0,40000,,,,,,DES_0061,CONS_018
VID_012984,Front Mission,2007,Strategy,10000,0,30000,0,40000,72.0,19.0,89.0,9.0,E10+,DES_0016,CONS_002
VID_012985,Sushi Go-Round,2010,Simulation,40000,0,0,0,40000,,,,,E,DES_0279,CONS_002
VID_012986,World Championship Spelling,2010,Misc,40000,0,0,0,40000,,,,,E,DES_0012,CONS_002
VID_012987,Sekai no Gohan Shaberu! DS Oryouri Navi,2008,Misc,0,0,40000,0,40000,,,,,,DES_0001,CONS_002
VID_012988,Tropico 3,2009,Strategy,0,40000,0,10000,40000,79.0,48.0,81.0,184.0,T,DES_0205,CONS_005
VID_012989,Boktai 2: Solar Boy Django,2004,Role-Playing,30000,10000,0,0,40000,78.0,20.0,85.0,11.0,T,DES_0015,CONS_003
VID_012990,Life is Strange,2016,Adventure,10000,40000,0,0,40000,83.0,15.0,86.0,1620.0,M,DES_0016,CONS_005
VID_012991,Angelique Duet,1998,Strategy,0,0,40000,0,40000,,,,,,DES_0048,CONS_018
VID_012992,Nobunaga's Ambition (3DS),2013,Simulation,0,0,40000,0,40000,,,,,,DES_0048,CONS_001
VID_012993,Jewel Master: Cradle Of Rome 2,2011,Puzzle,0,40000,0,10000,40000,,,,,,DES_0070,CONS_005
VID_012994,Shin Fortune Quest: Sokutaku no Kishi,1996,Misc,0,0,40000,0,40000,,,,,,DES_0408,CONS_018
VID_012995,Tsumiki: Block Drop Mania,2007,Action,40000,0,0,0,40000,,,,,E,DES_0124,CONS_002
VID_012996,Crushed Baseball,2004,Sports,30000,10000,0,0,40000,,,,,E,DES_0454,CONS_003
VID_012997,Dark Arena,2002,Shooter,30000,10000,0,0,40000,65.0,17.0,,,T,DES_0029,CONS_003
VID_012998,Kamen Rider: Battride War Genesis,2016,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_007
VID_012999,Heatseeker,2007,Action,40000,0,0,0,40000,49.0,7.0,,,T,DES_0034,CONS_009
VID_013000,Family Fortunes,2009,Misc,0,40000,0,0,40000,,,,,,DES_0051,CONS_002
VID_013001,TOCA Race Driver 2,2004,Racing,30000,10000,0,0,40000,,,83.0,6.0,T,DES_0034,CONS_014
VID_013002,My Body Coach,2009,Sports,0,40000,0,0,40000,,,,,,DES_0126,CONS_011
VID_013003,Shaun the Sheep,2008,Adventure,40000,0,0,0,40000,58.0,5.0,,,E,DES_0058,CONS_002
VID_013004,Battlezone,2016,Action,20000,20000,0,10000,40000,66.0,39.0,70.0,31.0,T,DES_0261,CONS_008
VID_013005,I.Q. Remix+: Intelligent Qube,2000,Puzzle,0,0,40000,0,40000,,,,,,DES_0004,CONS_006
VID_013006,Growlanser,2009,Role-Playing,0,0,40000,0,40000,,,,,,DES_0091,CONS_009
VID_013007,Card Fight!! Vanguard G: Stride to Victory!!,2016,Misc,0,0,40000,0,40000,,,,,,DES_0241,CONS_001
VID_013008,Trollz: Hair Affair!,2005,Misc,30000,10000,0,0,40000,,,,,,DES_0006,CONS_003
VID_013009,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007,Misc,0,0,40000,0,40000,,,,,,DES_0361,CONS_006
VID_013010,Grand Slam,1997,Misc,20000,20000,0,0,40000,,,,,,DES_0018,CONS_018
VID_013011,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,2009,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_002
VID_013012,The King of Fighters 2000,2002,Fighting,0,0,40000,0,40000,,,,,,DES_0455,CONS_006
VID_013013,Hyperdimension Neptunia mk2,2014,Action,0,0,40000,0,40000,,,,,,DES_0265,CONS_010
VID_013014,Pro Evolution Soccer 2016,2015,Sports,0,40000,0,0,40000,76.0,12.0,43.0,286.0,E,DES_0015,CONS_005
VID_013015,The Dark Spire,2008,Role-Playing,40000,0,0,0,40000,69.0,23.0,77.0,21.0,E10+,DES_0088,CONS_002
VID_013016,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,30000,10000,0,0,40000,55.0,14.0,60.0,38.0,T,DES_0005,CONS_015
VID_013017,Puyo Puyo Tetris,2014,Puzzle,0,0,40000,0,40000,,,,,,DES_0009,CONS_007
VID_013018,D.C.F.S.: Da Capo Four Seasons,2005,Adventure,0,0,40000,0,40000,,,,,,DES_0153,CONS_006
VID_013019,Runaway: A Twist of Fate,2009,Adventure,0,40000,0,10000,40000,79.0,15.0,82.0,40.0,T,DES_0082,CONS_005
VID_013020,Disney's Meet the Robinsons,2007,Action,30000,10000,0,0,40000,68.0,5.0,,,E10+,DES_0033,CONS_004
VID_013021,Hanayori Danshi: Koi Seyo Onago,2008,Adventure,0,0,40000,0,40000,,,,,,DES_0015,CONS_002
VID_013022,Refrain no Chika Meikyuu to Majo no Ryodan,2016,Action,0,0,40000,0,40000,,,,,,DES_0130,CONS_010
VID_013023,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009,Misc,0,0,40000,0,40000,,,,,,DES_0001,CONS_011
VID_013024,Disney Planes Fire & Rescue,2014,Action,0,40000,0,0,40000,,,,,,DES_0033,CONS_011
VID_013025,Sonic the Hedgehog 2 (8-bit),1992,Platform,0,0,40000,0,40000,,,,,,DES_0009,CONS_029
VID_013026,FlatOut 2,2006,Racing,30000,10000,0,0,40000,73.0,38.0,73.0,8.0,T,DES_0087,CONS_014
VID_013027,Gem Smashers,2011,Platform,40000,0,0,0,40000,,,,,E,DES_0067,CONS_001
VID_013028,Rogue Trooper,2006,Shooter,20000,20000,0,10000,40000,71.0,37.0,82.0,9.0,T,DES_0022,CONS_006
VID_013029,Backyard Baseball '09,2008,Sports,40000,0,0,0,40000,37.0,4.0,78.0,5.0,E,DES_0011,CONS_011
VID_013030,Spy Fiction,2003,Action,20000,20000,0,10000,40000,61.0,33.0,,,M,DES_0009,CONS_006
VID_013031,Justice League: Chronicles,2003,Platform,30000,10000,0,0,40000,43.0,7.0,,,E,DES_0039,CONS_003
VID_013032,Tom Clancy's HAWX,2009,Action,0,30000,0,10000,40000,70.0,23.0,73.0,125.0,T,DES_0006,CONS_005
VID_013033,Enemy Front,2014,Shooter,20000,20000,0,0,40000,35.0,8.0,58.0,78.0,M,DES_0026,CONS_013
VID_013034,Doko Demo Issho: Let's Gakkou!,2006,Misc,0,0,40000,0,40000,,,,,,DES_0004,CONS_009
VID_013035,Conflict: Desert Storm II - Back to Bagdhad,2004,Shooter,30000,10000,0,0,40000,,,,,,DES_0112,CONS_004
VID_013036,Honda ATV Fever,2010,Racing,40000,0,0,0,40000,,,,,E,DES_0214,CONS_011
VID_013037,Top Gun,2006,Simulation,40000,0,0,0,40000,48.0,8.0,,,E10+,DES_0012,CONS_002
VID_013038,M&M's Beach Party,2009,Misc,40000,0,0,0,40000,,,,,,DES_0084,CONS_011
VID_013039,B's-LOG Party♪,2010,Adventure,0,0,40000,0,40000,,,,,,DES_0322,CONS_009
VID_013040,King Arthur,2004,Action,30000,10000,0,0,40000,60.0,14.0,,,T,DES_0015,CONS_004
VID_013041,Chicken Shoot,2005,Action,30000,10000,0,0,40000,,,,,,DES_0084,CONS_003
VID_013042,Shantae and the Pirate's Curse,2015,Platform,10000,0,30000,0,40000,82.0,18.0,85.0,86.0,E10+,DES_0070,CONS_001
VID_013043,Yowamushi Pedal,2015,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_001
VID_013044,Dai Senryaku VII: Modern Military Tactics,2003,Strategy,30000,10000,0,0,40000,74.0,11.0,88.0,6.0,E,DES_0456,CONS_014
VID_013045,White Album 2: Shiawase no Mukougawa,2012,Adventure,0,0,40000,0,40000,,,,,,DES_0314,CONS_007
VID_013046,Monster Trux Arenas: Special Edition,2007,Racing,40000,0,0,0,40000,,,,,,DES_0292,CONS_011
VID_013047,Avatar: The Game,2009,Action,0,40000,0,10000,40000,,,,,,DES_0006,CONS_005
VID_013048,Advance Guardian Heroes,2004,Role-Playing,30000,10000,0,0,40000,65.0,25.0,,,E,DES_0006,CONS_003
VID_013049,Castle of Shikigami III,2007,Shooter,40000,0,0,0,40000,67.0,9.0,76.0,9.0,T,DES_0147,CONS_011
VID_013050,Nobunaga's Ambition: Sphere of Influence,2014,Strategy,30000,0,0,10000,40000,80.0,20.0,81.0,46.0,T,DES_0048,CONS_008
VID_013051,FIFA Street 2,2006,Sports,40000,0,0,0,40000,43.0,5.0,75.0,4.0,E,DES_0008,CONS_002
VID_013052,Star X,2002,Shooter,30000,10000,0,0,40000,60.0,10.0,,,E,DES_0175,CONS_003
VID_013053,City Life: World Edition,2007,Simulation,0,40000,0,0,40000,75.0,7.0,82.0,9.0,E,DES_0457,CONS_005
VID_013054,The King of Fighters Kyo,1998,Fighting,0,0,40000,0,40000,,,,,,DES_0224,CONS_018
VID_013055,Record of Agarest War: Marriage,2012,Role-Playing,0,0,40000,0,40000,,,,,,DES_0265,CONS_009
VID_013056,San-X Land: Theme Park de Asobou!,2006,Action,0,0,40000,0,40000,,,,,,DES_0328,CONS_002
VID_013057,Corpse Party: Book of Shadows,2011,Adventure,0,0,40000,0,40000,67.0,23.0,82.0,50.0,M,DES_0356,CONS_009
VID_013058,428: Fuusa Sareta Shibuya de,2009,Adventure,0,0,40000,0,40000,,,,,,DES_0129,CONS_009
VID_013059,Starry ? Sky: After Spring,2009,Misc,0,0,40000,0,40000,,,,,,DES_0314,CONS_009
VID_013060,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,2006,Adventure,0,0,40000,0,40000,,,,,,DES_0015,CONS_006
VID_013061,Mechanic Escape,2012,Platform,0,0,40000,0,40000,,,,,,DES_0058,CONS_007
VID_013062,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008,Action,0,0,40000,0,40000,,,,,,DES_0196,CONS_002
VID_013063,WarTech: Senko no Ronde,2006,Fighting,40000,0,0,0,40000,60.0,33.0,61.0,7.0,T,DES_0006,CONS_013
VID_013064,Twilight Syndrome: Kinjiratera Toshi Densetsu,2008,Adventure,0,0,40000,0,40000,,,,,,DES_0129,CONS_002
VID_013065,True Love Story 3,2001,Simulation,0,0,40000,0,40000,,,,,,DES_0154,CONS_006
VID_013066,Jerry Rice and Nitus' Dog Football,2011,Sports,40000,0,0,0,40000,,,,,,DES_0405,CONS_011
VID_013067,Little Battlers eXperience W,2012,Role-Playing,0,0,40000,0,40000,,,,,,DES_0037,CONS_010
VID_013068,The Smurfs,1998,Action,20000,20000,0,0,40000,,,,,,DES_0052,CONS_018
VID_013069,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,10000,30000,0,0,40000,,,43.0,16.0,T,DES_0005,CONS_013
VID_013070,Strike Force Bowling,2004,Sports,30000,10000,0,0,40000,54.0,10.0,,,E,DES_0067,CONS_014
VID_013071,IL-2 Sturmovik: 1946,2006,Simulation,0,40000,0,10000,40000,86.0,9.0,88.0,115.0,T,DES_0006,CONS_005
VID_013072,Chessmaster,2002,Misc,30000,10000,0,0,40000,76.0,5.0,,,E,DES_0006,CONS_003
VID_013073,Blood Will Tell: Tezuka Osamu's Dororo,2004,Adventure,20000,20000,0,10000,40000,,,,,,DES_0009,CONS_006
VID_013074,Coraline,2009,Action,40000,0,0,0,40000,,,,,E,DES_0058,CONS_002
VID_013075,Red Ninja: End of Honor,2005,Action,20000,20000,0,10000,40000,47.0,17.0,50.0,7.0,M,DES_0024,CONS_006
VID_013076,Praetorians,2003,Strategy,0,40000,0,0,40000,78.0,23.0,82.0,38.0,T,DES_0022,CONS_005
VID_013077,Kids Learn Music A+ Edition,2011,Misc,40000,0,0,0,40000,,,,,,DES_0053,CONS_002
VID_013078,The Wolf Among Us,2014,Adventure,30000,0,0,10000,40000,,,84.0,29.0,M,DES_0172,CONS_010
VID_013079,Smash Court Tennis 3,2007,Sports,10000,10000,10000,10000,40000,68.0,30.0,63.0,4.0,E,DES_0026,CONS_009
VID_013080,Kanuchi: Shiroki Tsubasa no Shou,2008,Adventure,0,0,40000,0,40000,,,,,,DES_0322,CONS_006
VID_013081,SX Superstar,2003,Racing,30000,10000,0,0,40000,53.0,17.0,,,T,DES_0031,CONS_014
VID_013082,Katekyoo Hitman Reborn! Battle Arena,2008,Fighting,0,0,40000,0,40000,,,,,,DES_0213,CONS_009
VID_013083,LEGO Friends,2013,Action,0,40000,0,0,40000,43.0,4.0,83.0,4.0,E,DES_0020,CONS_001
VID_013084,Saint Seiya: The Hades,2006,Fighting,0,0,40000,0,40000,,,,,,DES_0026,CONS_006
VID_013085,Saki Portable,2010,Adventure,0,0,40000,0,40000,,,,,,DES_0079,CONS_009
VID_013086,Naruto Shippuuden: Shinobi Retsuden III,2009,Action,0,0,40000,0,40000,,,,,,DES_0196,CONS_002
VID_013087,Guild Wars Trilogy,2005,Role-Playing,0,30000,0,10000,40000,,,88.0,8.0,T,DES_0042,CONS_005
VID_013088,SPRay,2008,Action,40000,0,0,0,40000,42.0,16.0,45.0,6.0,E10+,DES_0048,CONS_011
VID_013089,Outlaw Tennis,2005,Sports,30000,10000,0,0,40000,66.0,45.0,77.0,6.0,M,DES_0063,CONS_014
VID_013090,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013,Simulation,0,0,40000,0,40000,,,,,,DES_0026,CONS_007
VID_013091,Saint Seiya: Soldiers' Soul,2015,Fighting,0,0,40000,0,40000,,,63.0,4.0,T,DES_0026,CONS_007
VID_013092,Nike+ Kinect Training,2012,Sports,20000,10000,0,0,40000,,,,,,DES_0002,CONS_013
VID_013093,No Rules: Get Phat,2001,Action,30000,10000,0,0,40000,,,,,,DES_0071,CONS_003
VID_013094,Star Ocean 5: Integrity and Faithlessness,2016,Role-Playing,0,0,40000,0,40000,,,,,,DES_0016,CONS_007
VID_013095,Brothers: A Tale of Two Sons,2015,Adventure,30000,10000,0,0,40000,81.0,6.0,89.0,26.0,T,DES_0012,CONS_015
VID_013096,NHL Legacy,2015,Action,30000,0,0,10000,40000,,,,,,DES_0008,CONS_007
VID_013097,Battle Rage,2008,Shooter,40000,0,0,0,40000,,,,,,DES_0292,CONS_011
VID_013098,Attack of the Movies 3D,2010,Shooter,40000,0,0,0,40000,38.0,8.0,17.0,10.0,T,DES_0035,CONS_013
VID_013099,Igor: The Game,2008,Adventure,40000,0,0,0,40000,43.0,4.0,,,E,DES_0459,CONS_002
VID_013100,Zombi Daisuki,2011,Action,0,0,40000,0,40000,,,,,,DES_0119,CONS_002
VID_013101,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014,Action,0,0,40000,0,40000,,,,,,DES_0241,CONS_001
VID_013102,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006,Adventure,0,0,40000,0,40000,,,,,,DES_0213,CONS_002
VID_013103,Sea Monsters: A Prehistoric Adventure,2007,Adventure,40000,0,0,0,40000,,,,,E10+,DES_0200,CONS_011
VID_013104,Get Up and Dance,2011,Misc,30000,0,0,0,40000,,,,,T,DES_0346,CONS_007
VID_013105,Secret Files: Tunguska,2006,Adventure,0,40000,0,0,40000,66.0,26.0,74.0,38.0,T,DES_0318,CONS_005
VID_013106,The Monkey King: The Legend Begins,2007,Shooter,40000,0,0,0,40000,,,,,E,DES_0199,CONS_011
VID_013107,The Invincible Iron Man,2002,Action,30000,10000,0,0,40000,68.0,9.0,,,E,DES_0005,CONS_003
VID_013108,NASCAR 07,2006,Racing,30000,10000,0,0,40000,72.0,26.0,70.0,4.0,E,DES_0008,CONS_014
VID_013109,Dance Dance Revolution Disney Mix,2000,Simulation,20000,20000,0,0,40000,74.0,7.0,83.0,13.0,E,DES_0015,CONS_018
VID_013110,Casual Mania!,2010,Puzzle,40000,0,0,0,40000,,,,,E,DES_0275,CONS_002
VID_013111,Maken Shao: Demon Sword,2001,Action,0,0,40000,0,40000,,,,,,DES_0161,CONS_006
VID_013112,Scaler,2004,Platform,30000,10000,0,0,40000,69.0,25.0,,,E,DES_0063,CONS_014
VID_013113,Super Robot Taisen OG Infinite Battle,2013,Fighting,0,0,40000,0,40000,,,,,,DES_0026,CONS_007
VID_013114,BeatMania IIDX 16: Empress + Premium Best,2009,Simulation,0,0,40000,0,40000,,,,,,DES_0015,CONS_006
VID_013115,Emergency Room: Real Life Rescues,2009,Simulation,40000,0,0,0,40000,,,,,T,DES_0012,CONS_002
VID_013116,FIFA Soccer 2003 (weekly jp sales),2002,Sports,0,0,40000,0,40000,,,,,,DES_0008,CONS_006
VID_013117,High Heat Baseball 2002,2001,Sports,20000,20000,0,0,40000,,,,,,DES_0076,CONS_018
VID_013118,Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,10000,0,20000,0,40000,70.0,33.0,69.0,28.0,T,DES_0213,CONS_008
VID_013119,Puyo Pop Fever,2004,Puzzle,0,0,40000,0,40000,68.0,9.0,,,,DES_0152,CONS_009
VID_013120,Thrillville: Off the Rails,2007,Strategy,30000,10000,0,0,40000,59.0,6.0,62.0,5.0,E,DES_0019,CONS_002
VID_013121,Hana to Ikimo no Rittai Zukan,2011,Misc,0,0,40000,0,40000,,,,,,DES_0001,CONS_001
VID_013122,Bloody Roar Extreme,2003,Fighting,30000,10000,0,0,40000,61.0,22.0,86.0,9.0,T,DES_0068,CONS_014
VID_013123,Split/Second,2010,Racing,0,40000,0,10000,40000,79.0,18.0,82.0,116.0,E10+,DES_0033,CONS_005
VID_013124,Tennis Masters Series 2003,2002,Sports,30000,10000,0,0,40000,67.0,10.0,,,E,DES_0360,CONS_014
VID_013125,Resident Evil 6,2012,Shooter,0,40000,0,0,40000,69.0,18.0,59.0,868.0,M,DES_0013,CONS_005
VID_013126,Amagami,2014,Adventure,0,0,40000,0,40000,,,,,,DES_0273,CONS_010
VID_013127,Dead Head Fred,2007,Action,40000,0,0,0,40000,75.0,30.0,73.0,23.0,M,DES_0058,CONS_009
VID_013128,MLB SlugFest 20-04,2003,Sports,30000,10000,0,0,40000,76.0,14.0,,,E,DES_0039,CONS_004
VID_013129,Pocket Pool,2007,Action,40000,0,0,0,40000,37.0,19.0,,,M,DES_0229,CONS_009
VID_013130,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,2005,Misc,0,0,40000,0,40000,,,,,,DES_0009,CONS_002
VID_013131,Lise no Atelier: Ordre no Renkinjutsushi,2007,Role-Playing,0,0,40000,0,40000,,,,,,DES_0242,CONS_002
VID_013132,Myth Makers: Trixie in Toyland,2008,Platform,40000,0,0,0,40000,,,2.0,5.0,E,DES_0292,CONS_011
VID_013133,Arcana Heart 3,2014,Fighting,20000,0,20000,10000,40000,,,,,,DES_0220,CONS_010
VID_013134,Torino 2006,2006,Sports,30000,10000,0,0,40000,,,,,,DES_0003,CONS_014
VID_013135,Amnesia,2011,Adventure,0,0,40000,0,40000,,,,,,DES_0322,CONS_009
VID_013136,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006,Misc,0,0,40000,0,40000,,,,,,DES_0001,CONS_002
VID_013137,Metal Slug 4 & 5,2005,Shooter,30000,10000,0,0,40000,,,,,,DES_0224,CONS_014
VID_013138,Great Battle Full Blast,2012,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_009
VID_013139,Ride to Hell,2013,Racing,20000,10000,0,10000,40000,13.0,4.0,10.0,218.0,M,DES_0041,CONS_007
VID_013140,Need for Speed: ProStreet,2007,Racing,0,40000,0,10000,40000,70.0,18.0,59.0,163.0,E10+,DES_0008,CONS_005
VID_013141,Digimon Rumble Arena 2,2004,Fighting,30000,10000,0,0,40000,71.0,5.0,81.0,7.0,T,DES_0011,CONS_004
VID_013142,NCIS,2011,Adventure,10000,20000,0,10000,40000,,,,,T,DES_0006,CONS_005
VID_013143,Doki Doki! PreCure Narikiri Life!,2013,Action,0,0,40000,0,40000,,,,,,DES_0026,CONS_001
VID_013144,Gravity Falls: Legend of the Gnome Gemulets,2015,Action,30000,0,0,0,40000,46.0,4.0,58.0,10.0,E,DES_0006,CONS_001
VID_013145,Rodea the Sky Soldier,2015,Action,30000,0,0,0,40000,45.0,7.0,56.0,37.0,E10+,DES_0130,CONS_001
VID_013146,Major League Baseball 2K12,2012,Sports,40000,0,0,0,40000,,,57.0,15.0,E,DES_0003,CONS_005
VID_013147,Watashi no Relaxuma,2007,Simulation,0,0,40000,0,40000,,,,,,DES_0137,CONS_002
VID_013148,Phantom Kingdom Portable,2011,Role-Playing,0,0,40000,0,40000,,,,,,DES_0130,CONS_009
VID_013149,Pac-Man World Rally,2006,Racing,40000,0,0,0,40000,51.0,9.0,,,E,DES_0026,CONS_009
VID_013150,Way of the Samurai 2 Portable,2009,Action,0,0,40000,0,40000,,,,,,DES_0129,CONS_009
VID_013151,Challenge Me: Maths Workout,2009,Puzzle,40000,0,0,0,40000,,,,,,DES_0060,CONS_002
VID_013152,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008,Misc,0,0,40000,0,40000,,,,,,DES_0026,CONS_002
VID_013153,Hellboy: The Science of Evil,2008,Action,40000,0,0,0,40000,42.0,14.0,71.0,13.0,T,DES_0015,CONS_009
VID_013154,Mortimer Beckett and the Secrets of Spooky Manor,2008,Puzzle,40000,0,0,0,40000,56.0,4.0,,,E,DES_0193,CONS_011
VID_013155,Little Busters! Converted Edition,2010,Adventure,0,0,40000,0,40000,,,,,,DES_0435,CONS_009
VID_013156,Unison: Rebels of Rhythm & Dance,2000,Misc,20000,20000,0,10000,40000,,,,,,DES_0048,CONS_006
VID_013157,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007,Sports,0,0,40000,0,40000,,,,,,DES_0015,CONS_006
VID_013158,WTF: Work Time Fun,2005,Puzzle,40000,0,0,0,40000,,,,,,DES_0004,CONS_009
VID_013159,The Sims Deluxe,2002,Simulation,10000,20000,0,10000,40000,92.0,6.0,82.0,77.0,T,DES_0008,CONS_005
VID_013160,Fashion Week Jr. Designer,2009,Simulation,40000,0,0,0,40000,,,,,E,DES_0012,CONS_002
VID_013161,Horses 3D,2012,Misc,40000,0,0,0,40000,,,63.0,4.0,E,DES_0006,CONS_001
VID_013162,LEGO Indiana Jones: The Original Adventures,2008,Action,20000,20000,0,0,40000,78.0,14.0,77.0,35.0,E10+,DES_0019,CONS_005
VID_013163,Bullet Girls 2,2016,Action,0,0,40000,0,40000,,,,,,DES_0058,CONS_010
VID_013164,The Sims 2: Pets,2006,Simulation,10000,20000,0,10000,40000,76.0,23.0,77.0,40.0,T,DES_0008,CONS_005
VID_013165,Deadliest Warrior: Ancient Combat,2012,Fighting,40000,0,0,0,40000,37.0,5.0,63.0,4.0,M,DES_0460,CONS_013
VID_013166,Zoo Quest: Puzzle Fun!,2008,Puzzle,40000,0,0,0,40000,,,,,,DES_0270,CONS_002
VID_013167,Civilization Beyond Earth: Rising Tide,2015,Strategy,0,40000,0,0,40000,,,,,,DES_0003,CONS_005
VID_013168,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,2008,Simulation,0,0,40000,0,40000,,,,,,DES_0015,CONS_002
VID_013169,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,Misc,0,0,40000,0,40000,,,,,,DES_0048,CONS_010
VID_013170,Shukufuku no Campanella Portable,2010,Adventure,0,0,40000,0,40000,,,,,,DES_0153,CONS_009
VID_013171,The Kore Gang,2010,Platform,40000,0,0,0,40000,70.0,10.0,86.0,7.0,E10+,DES_0461,CONS_011
VID_013172,National Geographic Challenge!,2011,Misc,10000,30000,0,10000,40000,,,,,,DES_0194,CONS_007
VID_013173,Duke Nukem Trilogy: Critical Mass,2011,Shooter,40000,0,0,0,40000,,,,,,DES_0041,CONS_002
VID_013174,Beastly Frantic Foto,2011,Puzzle,40000,0,0,0,40000,,,,,E,DES_0214,CONS_002
VID_013175,Chaos;Head - Love Chu*Chu!,2011,Adventure,0,0,40000,0,40000,,,,,,DES_0356,CONS_009
